--- INICIO DA VALIDACAO DA REDE NEURAL ---

CPU 0 | Predicao NN: 0.8299 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8231 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8242 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8119 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8234 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8231 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8242 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8119 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8233 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8229 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8240 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8112 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8229 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8227 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8238 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8116 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8236 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8232 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8243 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8114 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8227 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8224 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8235 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8108 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8229 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8226 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8237 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8112 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8231 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8228 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8239 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8116 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8233 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8232 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8243 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8121 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8236 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8232 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8243 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8120 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8234 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8231 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8236 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8107 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8223 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8233 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8231 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8116 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8235 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8244 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8229 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8113 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8228 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8236 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8222 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8111 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8230 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8239 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8226 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8112 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8230 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8239 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8225 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8112 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8231 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8240 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8228 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8114 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8231 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8239 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8226 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8110 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8230 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8238 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8224 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8110 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8229 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8238 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8223 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8107 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8227 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8235 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8222 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8111 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8231 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8239 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8226 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8115 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8232 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8241 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8227 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8118 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8235 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8244 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8231 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8122 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8235 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8243 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8229 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8113 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8228 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8236 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8222 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8115 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8236 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8245 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8231 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8119 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8233 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8241 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8228 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8113 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8230 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8238 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8224 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8111 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8231 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8239 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8226 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8109 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8228 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8237 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8223 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8107 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8228 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8237 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8223 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8114 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8235 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8242 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8228 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8118 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8232 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8232 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8221 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8106 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8234 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8231 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8226 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8111 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8241 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8226 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8225 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.8108 | Real (Label): 1.0 | [ACERTO] Ataque detectado corretamente!
CPU 0 | Predicao NN: 0.7840 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.7375 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.6848 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.6288 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5882 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5861 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5853 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5874 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5854 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5829 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5861 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5894 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5883 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5905 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5990 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5975 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5928 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5930 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5931 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5863 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5838 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5862 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5849 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5820 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5840 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5861 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5857 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5858 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5877 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5869 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5858 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5872 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5915 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5957 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5941 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5975 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5953 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5885 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5827 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5852 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5825 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5838 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5885 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5903 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5875 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5873 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5884 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5873 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5850 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5894 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5909 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5891 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5837 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5865 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5858 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5860 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5851 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5872 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5858 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5868 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5854 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5874 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5872 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5908 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5883 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5896 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5890 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5924 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5884 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5888 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5875 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5891 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5855 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5849 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5918 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5944 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5934 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5911 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5902 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5866 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5852 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5815 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5851 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5859 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5846 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5838 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5896 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5868 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5841 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5822 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5855 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5816 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5829 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5851 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5880 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5838 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5857 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5856 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5869 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5846 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5875 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5882 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5883 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5883 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5882 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5879 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
CPU 0 | Predicao NN: 0.5891 | Real (Label): 1.0 | [ERRO] Falso Negativo! Ataque passou despercebido.
